province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
Merged Districts- KP,Orakzai,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,3,Text here,3
Merged Districts- KP,Orakzai,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Merged Districts- KP,Orakzai,Cattle,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,7,Text here,7
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,4,Text here,4
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,5,Text here,5
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,4,Text here,4
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,More weeds,4,Text here,4
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",3,Text here,3
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Text here,7
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in transportation costs,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,7,Text here,7
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),4. Marketing,Farm to market roads damaged,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,1.Input ,Increased demand for irrigation infrastructure materials,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,1.Input ,Increased price of 1.Inputs,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,Crops don't germinate,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,Erosion of topsoil,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,More weeds,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,Damage to irrigation system,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,2. On-farm,Loss of alternative income sources,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Increase in post-harvest losses,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,4. Marketing,Lower quality produce/ doesn’t meet standards,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,4. Marketing,High costs to reach markets,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,4. Marketing,Farm to market roads damaged,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,4. Marketing,Reduced access to market information,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,Heavy rain/Flash flooding,4. Marketing,Unpredictability of supply,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Poor quality seed,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Damage to nurseries/1.Input store,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Unmet demand for service providers (labour, machinery)",1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,3,Text here,3
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,1,Text here,1
Merged Districts- KP,Orakzai,Maiz,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,10,Text here,10
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,8,Text here,8
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",5,Text here,5
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Increased demand for irrigation infrastructure materials,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",5,Text here,5
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,4,Text here,4
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,More weeds,4,Text here,4
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Text here,7
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in transportation costs,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,11,Text here,11
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Farm to market roads damaged,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,Reduced access to extension services,4,Text here,4
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,Increased demand for irrigation infrastructure materials,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,Poor quality seed,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,Excess demand for new/improved/tolerant varieties,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,1.Input ,Increased price of 1.Inputs,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",4,Text here,4
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Erosion of topsoil,4,Text here,4
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Crops don't germinate,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,More weeds,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Damage to irrigation system,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,1.Inputs washed away/leeching,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Loss of alternative income sources,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,2. On-farm,Loss of on-farm income,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Increase in post-harvest losses,5,Text here,5
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Farm to market roads damaged,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Processing delayed/disrupted,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Increase in transportation costs,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,4. Marketing,Lower quality produce/ doesn’t meet standards,5,Text here,5
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,4. Marketing,Reduced access to market information,3,Text here,3
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,4. Marketing,Increased buying prices for produce,2,Text here,2
Merged Districts- KP,Orakzai,Wheat,Heavy rain/Flash flooding,4. Marketing,Farm to market roads damaged,1,Text here,1
