province,district,crop,csa,adoption,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,productivity,adaptation,mitigation,hazard,hazard_1,hazard_2,hazard_3,barrier_1,b1_exp,barrier_2,b2_exp,name,contact,source,Ranking,Order,CSA Category
Sindh,Tharparkar,Cattle,Early maturing varieties,Adopted > 60 %,Crop & Livestock Suitability,Yield Income,Plant Animal health,Carbon,,,"Promotes high yields per unit area hence
an increase in income and profit due to
reduced production costs","reducing the vulnerability of farmers to extreme events.
reduce harvest and post?harvest loses and increases the food security
Optimizes the use of available soil moisture contributing to avoid crop loss. Increases water use efficiency.","Provides moderate reduction in GHG
emissions per unit of food produced.",Drought,Flooding,Pest & Disease,,Market,Lack of available improved varieties. Seed supply does not meet demand.,,,Nam Nguyen,,link,2,2,Early maturing varieties
KP,D.I. Khan,Livestock & Fodder,Composting (Farm Yard Manure),Adopted 45%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Composting
KP,D.I. Khan,Livestock & Fodder,Community based seed quality management (Fodder),Adopted 15%,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,2,2,Community based seed quality management
KP,D.I. Khan,Livestock & Fodder,Improved breeds,Adopted 35%,Crop & Livestock Suitability,Plant Animal health,Yield Income,Carbon,,,"Reduced losses in times of drought or
extreme heat increase productivity.","Livestock breeds selected to be resilient to
extreme conditions","Varieties which produce fewer methane
emissions can be selected",High temps,Pest & Disease,,,Policy & Inst,Institutions lack resources to drive tangible breed improvement and improved utilization,Market,Lack of available improved breeds,Nam Nguyen,,link,1,1,Improved breeds
KP,D.I. Khan,Livestock & Fodder,Composting,Adopted 10%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Composting
KP,D.I. Khan,Livestock & Fodder,"Crop diversification (Use of Barseem, Lucerne, Oats, Sorghum, Millet, Maize, Sadabahar and Rhodegrass)",Adopted 45%,Yield Income,Crop & Livestock Suitability,Soil & Nutrient,Plant Animal health,Biodiversity,,"yield stability in crop production, efficient use of labor and resources, high returns to
labo","spread production and income risk over a wider range of crops, thus reducing livelihood vulnerability to weather or market shocks.
produce agronomic benefits in terms of pest management and soil quality",,Drought,Flooding,Pest & Disease,,Training & Info,Farmers lack training for the practice,Market,Inadequate supply of seeds and plants of improved cultivars,Nam Nguyen,,link,6,6,Crop diversification
KP,D.I. Khan,Livestock & Fodder,"Improved varieties (drought tolerant, high yielding)",Want to adopt,Crop & Livestock Suitability,Plant Animal health,Yield Income,Water,Carbon,,"High yielding, resilient varieties reduce
losses and increase productivity.","Improved varieties reduce losses under
adverse climatic conditions along with pest
and disease outbreaks.","Reduced requirement for pesticide and
fungicide use reduces emissions and
associated environmental degradation.",Drought,Flooding,Pest & Disease,,Market,Lack of available improved varieties. Seed supply does not meet demand.,,,Nam Nguyen,,link,3,3,Improved varieties
KP,D.I. Khan,Livestock & Fodder,Early maturing varieties,Want to Adopt,Crop & Livestock Suitability,Yield Income,Plant Animal health,Carbon,,,"Promotes high yields per unit area hence
an increase in income and profit due to
reduced production costs","reducing the vulnerability of farmers to extreme events.
reduce harvest and post?harvest loses and increases the food security
Optimizes the use of available soil moisture contributing to avoid crop loss. Increases water use efficiency.","Provides moderate reduction in GHG
emissions per unit of food produced.",Drought,Flooding,Pest & Disease,,Market,Lack of available improved varieties. Seed supply does not meet demand.,,,Nam Nguyen,,link,7,7,Early maturing varieties
KP,D.I. Khan,Livestock & Fodder,Controlled sheds,Want to Adopt,Plant Animal health,Yield Income,Crop & Livestock Suitability,Carbon,,,"Faster growth and higher feed conversion ratio due to proper housing. Shortens ready-to-market date, compared to convetional farms
For poultry farming, it is estimated Net revenue was PKR 10.269 per broiler for open shed and PKR 72.502 per broiler for Environmentally Controlled shed. Mortality decreased to 2 to 3 percent in controlled environment farm as compared to 10 percent in conventional farm.","Reduces exposure to adverse climatic conditions, reducing animal’s stresses.
Reduces the incidences of diseases","Allows better manure management, thereby reducing the related GHG emissions.",High temps,Pest & Disease,Heavy rains,,Economic,Higher costs for production,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,8,8,Controlled shed
KP,D.I. Khan,Poultry/Livestock,Backyard livestock (Small animals),Adopted < 30%,Yield Income,Soil & Nutrient,Carbon,,,,"Net income of 15,030 PKR/Year with three animals [1]
Healthy goats can yield 1-3 liters of milk a day [1]",,Manure can be used as a source of organic fertiliser,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,2,2,Backyard livestock (Small animals)
KP,D.I. Khan,Poultry/Livestock,Backyard poultry,Want to Adopt,Yield Income,Soil & Nutrient,Carbon,,,,"Net income of 15,030 PKR/Year with three animals [1]
Healthy goats can yield 1-3 liters of milk a day [1]",,Manure can be used as a source of organic fertiliser,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,3,3,Backyard livestock (Small animals)
KP,D.I. Khan,Poultry/Livestock,Green fodder,Adopted 30-60%,Plant Animal health,Yield Income,Crop & Livestock Suitability,,,,"Reduce dependance on the purchasing feeds to meet cattle needs, lowering costs. 
Enhance meat quality through ensured nutrition for livestock
",Increase farm self-sufficiency to provide feeding to cattle. Ensure animal health and nutrition.,,,,,,Market,Farmers cannot access quality fodder seeds,,,Nam Nguyen,,link,4,4,Green fodder
KP,D.I. Khan,Poultry/Livestock,Composting (Farm Yard Manure),Adopted < 30%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Composting
KP,D.I. Khan,Poultry/Livestock,Improved breeds,Want to Adopt,Crop & Livestock Suitability,Plant Animal health,Yield Income,Carbon,,,"Reduced losses in times of drought or
extreme heat increase productivity.","Livestock breeds selected to be resilient to
extreme conditions","Varieties which produce fewer methane
emissions can be selected",High temps,Pest & Disease,,,Policy & Inst,Institutions lack resources to drive tangible breed improvement and improved utilization,Market,Lack of available improved breeds,Nam Nguyen,,link,1,1,Improved breeds
KP,D.I. Khan,Poultry/Livestock,Controlled sheds,Want to Adopt,Plant Animal health,Yield Income,Crop & Livestock Suitability,Carbon,,,"Faster growth and higher feed conversion ratio due to proper housing. Shortens ready-to-market date, compared to convetional farms
For poultry farming, it is estimated Net revenue was PKR 10.269 per broiler for open shed and PKR 72.502 per broiler for Environmentally Controlled shed. Mortality decreased to 2 to 3 percent in controlled environment farm as compared to 10 percent in conventional farm.","Reduces exposure to adverse climatic conditions, reducing animal’s stresses.
Reduces the incidences of diseases","Allows better manure management, thereby reducing the related GHG emissions.",High temps,Pest & Disease,Heavy rains,,Economic,Higher costs for production,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,6,6,Controlled shed
